measurement_id,station_id,measurement_date,mode,pressure,flow,temperature,vibration
5115,110,2024-07-10,normal,63.22,1055.52,25.34,0.735
5116,110,2024-07-11,normal,60.6,1121.9,21.79,0.637
5117,110,2024-07-12,normal,61.3,1093.05,29.41,0.675
5118,110,2024-07-13,peak,61.42,1155.96,31.93,0.884
5119,110,2024-07-14,normal,60.99,1040.99,25.92,0.734
5120,110,2024-07-15,normal,61.19,1091.56,26.49,0.638
5121,110,2024-07-16,normal,62.61,1065.04,25.61,0.567
5122,110,2024-07-17,peak,62.88,1105.46,20.47,0.79
5123,110,2024-07-18,stress,64.17,1092.77,26.2,1.201
5124,110,2024-07-19,normal,62.52,1077.04,25.78,0.578
5125,110,2024-07-20,peak,63.07,1211.81,27.06,0.783
5126,110,2024-07-21,stress,63.53,1068.32,23.81,1.272
5127,110,2024-07-22,normal,60.57,1139.69,28.31,0.574
5128,110,2024-07-23,repair,56.49,796.81,22.27,0.966
5129,110,2024-07-24,peak,63.72,1169.92,25.24,0.71
5130,110,2024-07-25,normal,60.98,963.36,24.71,0.647
5131,110,2024-07-26,peak,61.99,1144.17,22.39,0.87
5132,110,2024-07-27,stress,60.54,1094.9,25.8,1.173
5133,110,2024-07-28,stress,67.19,999.64,23.21,1.348
5134,110,2024-07-29,peak,62.42,1142.18,25.77,0.828
5135,110,2024-07-30,normal,60.84,947.17,26.71,0.613
5136,110,2024-07-31,repair,59.59,865.7,25.3,1.034
5137,110,2024-08-01,stress,65.05,1013.17,21.7,1.274
5138,110,2024-08-02,peak,61.37,1120.87,22.43,0.844
5139,110,2024-08-03,stress,61.33,1104.5,20.48,1.227
5140,110,2024-08-04,stress,63.25,1067.81,20.3,1.212
5141,110,2024-08-05,peak,60.96,1204.29,24.72,0.783
5142,110,2024-08-06,repair,56.85,821.99,23.88,0.928
5143,110,2024-08-07,stress,65.75,1135.78,24.21,1.237
5144,110,2024-08-08,stress,65.51,1078.51,19.75,1.297
5145,110,2024-08-09,normal,59.98,1095.56,19.46,0.596
5146,110,2024-08-10,peak,61.13,1130.54,22.31,0.664
5147,110,2024-08-11,peak,62.88,1136.03,20.21,0.835
5148,110,2024-08-12,normal,62.96,1035.4,23.05,0.599
5149,110,2024-08-13,stress,62.96,1032.48,19.18,1.091
5150,110,2024-08-14,stress,61.96,925.87,15.57,1.56
5151,110,2024-08-15,peak,63.68,1136.86,20.8,1.004
5152,110,2024-08-16,normal,58.27,754.86,23.7,0.916
5153,110,2024-08-17,repair,54.99,681.14,20.24,1.292
5154,110,2024-08-18,normal,56.04,865.67,16.45,1.065
5155,110,2024-08-19,normal,58.01,949.33,25.06,1.087
5156,110,2024-08-20,normal,59.73,895.78,19.32,0.946
5157,110,2024-08-21,repair,58.19,759.64,20.13,1.517
5158,110,2024-08-22,normal,55.31,859.61,19.31,1.07
5159,110,2024-08-23,normal,59.72,776.14,23.18,0.946
5160,110,2024-08-24,repair,60.44,773.03,14.44,1.279
5161,110,2024-08-25,peak,64.38,1073.34,10.97,1.175
5162,110,2024-08-26,normal,61.43,829.87,20.1,0.875
5163,110,2024-08-27,repair,57.24,620.0,27.41,1.187
5164,110,2024-08-28,peak,61.6,1100.43,16.36,0.932
5165,110,2024-08-29,repair,53.76,722.83,17.14,1.332
5166,110,2024-08-30,stress,64.14,888.63,14.22,1.506
5167,110,2024-08-31,stress,62.93,868.28,19.51,1.371
5168,110,2024-09-01,normal,60.95,804.78,20.9,0.798
5169,110,2024-09-02,peak,56.95,1021.79,19.37,1.169
5170,110,2024-09-03,repair,57.68,646.67,12.82,1.368
5171,110,2024-09-04,stress,60.2,1009.48,8.25,1.529
5172,110,2024-09-05,normal,58.12,887.62,12.27,0.984
5173,110,2024-09-06,repair,57.8,816.2,15.95,1.207
5174,110,2024-09-07,repair,59.39,815.43,18.75,1.296
5175,110,2024-09-08,repair,58.55,664.49,15.06,1.179
5176,110,2024-09-09,repair,59.05,782.61,15.22,1.02
5177,110,2024-09-10,stress,62.52,908.6,14.56,1.514
5178,110,2024-09-11,repair,55.78,698.84,11.35,1.475
5179,110,2024-09-12,repair,51.06,833.34,10.52,1.38
5180,110,2024-09-13,peak,61.17,1017.16,17.67,1.018
5181,110,2024-09-14,repair,56.31,684.67,5.67,1.229
5182,110,2024-09-15,normal,54.64,908.53,12.17,1.124
5183,110,2024-09-16,stress,62.47,975.03,12.17,1.413
5184,110,2024-09-17,repair,55.1,691.56,16.36,1.33
5185,110,2024-09-18,stress,62.93,995.36,17.6,1.461
5186,110,2024-09-19,repair,53.01,620.0,19.44,1.256
5187,110,2024-09-20,repair,53.16,627.23,9.0,1.354
5188,110,2024-09-21,normal,59.7,1022.79,13.86,0.704
5189,110,2024-09-22,peak,63.19,1179.12,9.14,0.736
5190,110,2024-09-23,normal,58.94,1088.19,17.3,0.653
5191,110,2024-09-24,peak,62.1,1217.67,4.84,0.866
5192,110,2024-09-25,normal,63.94,1030.8,9.46,0.598
5193,110,2024-09-26,stress,64.28,1111.32,6.06,1.155
5194,110,2024-09-27,repair,56.65,749.72,8.41,1.169
5195,110,2024-09-28,stress,63.22,1098.47,10.62,1.059
5196,110,2024-09-29,normal,61.11,1148.61,7.04,0.756
5197,110,2024-09-30,repair,52.21,925.72,9.7,1.044
5198,110,2024-10-01,normal,60.48,1055.03,7.19,0.605
5199,110,2024-10-02,normal,57.35,1006.77,7.1,0.473
5200,110,2024-10-03,normal,59.68,1063.24,6.41,0.463
5201,110,2024-10-04,normal,57.92,1028.61,3.34,0.736
5202,110,2024-10-05,stress,63.3,1078.45,7.37,1.097
5203,110,2024-10-06,stress,63.36,1133.76,8.04,1.145
5204,110,2024-10-07,normal,59.76,998.51,6.58,0.62
5205,110,2024-10-08,stress,62.31,1169.52,4.76,1.364
5206,110,2024-10-09,peak,62.68,1206.42,6.87,0.821
5207,110,2024-10-10,stress,61.52,1154.07,7.1,1.192
5208,110,2024-10-11,repair,60.15,942.36,3.76,0.901
5209,110,2024-10-12,stress,66.04,1007.65,8.37,1.179
5210,110,2024-10-13,normal,61.09,1124.15,3.86,0.561
5211,110,2024-10-14,repair,56.39,957.75,0.18,1.02
5212,110,2024-10-15,normal,61.82,1155.63,2.02,0.678
5213,110,2024-10-16,stress,61.9,1085.15,5.42,1.314
5214,110,2024-10-17,normal,59.72,1096.27,6.78,0.696
5215,110,2024-10-18,normal,60.32,1075.71,3.13,0.614
5216,110,2024-10-19,repair,56.79,843.89,6.09,1.028
5217,110,2024-10-20,normal,60.73,1061.52,1.44,0.643
5218,110,2024-10-21,normal,59.74,1008.26,0.89,0.641
5219,110,2024-10-22,normal,57.97,1098.05,3.52,0.606
5220,110,2024-10-23,normal,59.11,1092.44,6.0,0.728
5221,110,2024-10-24,peak,61.5,1103.46,2.76,0.784
5222,110,2024-10-25,normal,57.35,1030.93,2.65,0.519
5223,110,2024-10-26,repair,58.39,841.78,2.41,0.9
5224,110,2024-10-27,normal,60.46,1055.43,-1.87,0.668
5225,110,2024-10-28,normal,58.98,1066.47,-0.62,0.755
5226,110,2024-10-29,stress,66.1,1105.43,1.2,1.173
5227,110,2024-10-30,normal,59.3,1144.82,4.48,0.566
5228,110,2024-10-31,stress,63.63,1128.92,5.55,1.139
5229,110,2024-11-01,stress,64.86,1117.06,1.92,1.211
5230,110,2024-11-02,normal,59.2,1039.13,-0.18,0.739
5231,110,2024-11-03,normal,58.01,1079.47,1.15,0.695
5232,110,2024-11-04,stress,62.27,1126.33,1.96,1.207
5233,110,2024-11-05,stress,66.91,1124.88,0.67,1.152
5234,110,2024-11-06,normal,61.24,1111.81,-3.5,0.721
5235,110,2024-11-07,stress,65.8,1133.28,-0.47,1.183
5236,110,2024-11-08,stress,63.19,1071.24,-1.53,1.15
5237,110,2024-11-09,stress,62.04,1104.01,-0.02,1.284
5238,110,2024-11-10,stress,66.81,1151.24,-1.35,1.264
5239,110,2024-11-11,stress,61.75,1184.28,-0.28,1.261
5240,110,2024-11-12,peak,64.36,1264.27,-1.15,0.756
5241,110,2024-11-13,stress,62.87,1115.82,-0.23,1.158
5242,110,2024-11-14,normal,60.95,1144.13,1.81,0.679
5243,110,2024-11-15,normal,61.91,1106.0,-7.8,0.726
5244,110,2024-11-16,stress,62.35,1080.97,5.73,1.222
5245,110,2024-11-17,peak,61.24,1233.2,-0.17,0.76
5246,110,2024-11-18,normal,60.78,1072.53,1.19,0.644
5247,110,2024-11-19,stress,65.44,1159.18,-3.45,1.25
5248,110,2024-11-20,stress,66.3,1176.59,-2.8,1.073
5249,110,2024-11-21,peak,62.87,1238.41,-11.23,0.79
5250,110,2024-11-22,stress,65.68,1228.65,-3.16,1.229
5251,110,2024-11-23,peak,63.19,1242.32,-4.06,0.672
5252,110,2024-11-24,normal,61.26,1150.22,-1.44,0.712
5253,110,2024-11-25,normal,60.67,1134.14,1.1,0.838
5254,110,2024-11-26,stress,63.15,1082.45,-5.52,1.132
5255,110,2024-11-27,peak,61.46,1276.13,-2.71,0.72
5256,110,2024-11-28,repair,59.22,956.19,-3.07,0.826
5257,110,2024-11-29,repair,58.28,929.02,-2.55,1.04
5258,110,2024-11-30,normal,61.38,1067.76,-6.83,0.675
5259,110,2024-12-01,stress,65.26,1153.33,-4.24,1.21
5260,110,2024-12-02,normal,61.64,1245.85,-6.09,0.879
5261,110,2024-12-03,normal,60.94,1051.33,-2.52,0.712
5262,110,2024-12-04,normal,61.99,1091.4,-9.58,0.686
5263,110,2024-12-05,peak,61.67,1222.57,-2.35,0.679
5264,110,2024-12-06,normal,62.76,1219.8,0.55,0.652
5265,110,2024-12-07,normal,59.89,1090.71,-1.08,0.617
5266,110,2024-12-08,normal,59.33,1185.37,-4.68,0.72
5267,110,2024-12-09,normal,59.65,1183.65,-5.63,0.523
5268,110,2024-12-10,normal,62.08,1154.99,-6.08,0.593
5269,110,2024-12-11,repair,59.76,932.88,-2.2,1.054
5270,110,2024-12-12,peak,60.66,1212.53,-5.39,0.801
5271,110,2024-12-13,peak,63.08,1253.5,-3.91,0.747
5272,110,2024-12-14,normal,59.14,1110.03,-7.54,0.656
5273,110,2024-12-15,stress,66.25,1152.79,-5.27,1.18
5274,110,2024-12-16,stress,62.07,1121.23,-3.86,1.142
5275,110,2024-12-17,repair,57.7,951.92,-3.63,0.982
5276,110,2024-12-18,stress,64.62,1063.68,-5.98,1.228
5277,110,2024-12-19,normal,64.31,1097.52,-6.56,0.68
5278,110,2024-12-20,stress,66.87,1101.72,-4.4,1.264
5279,110,2024-12-21,repair,58.75,917.12,-2.25,1.059
5280,110,2024-12-22,repair,59.91,991.33,-6.17,1.058
5281,110,2024-12-23,normal,62.37,1201.59,-3.98,0.664
5282,110,2024-12-24,repair,59.6,993.33,0.09,0.92
5283,110,2024-12-25,normal,62.29,1087.9,-0.77,0.674
5284,110,2024-12-26,stress,65.52,1117.19,-8.86,1.223
5285,110,2024-12-27,stress,66.96,1166.12,-1.53,1.239
5286,110,2024-12-28,peak,61.42,1262.21,-4.23,0.788
5287,110,2024-12-29,normal,59.86,1104.91,1.13,0.514
5288,110,2024-12-30,stress,66.81,1187.15,2.14,1.27
5289,110,2024-12-31,peak,62.15,1273.31,-1.64,0.74
5290,110,2025-01-01,peak,60.97,1262.21,-8.05,0.705
5291,110,2025-01-02,normal,62.39,1182.08,-3.36,0.776
5292,110,2025-01-03,peak,63.57,1247.23,-4.57,0.781
5293,110,2025-01-04,repair,58.85,975.12,-4.15,1.071
5294,110,2025-01-05,peak,62.74,1203.18,-4.21,0.9
5295,110,2025-01-06,normal,61.57,1100.14,-9.9,0.681
5296,110,2025-01-07,repair,58.54,994.34,-2.55,1.014
5297,110,2025-01-08,normal,62.06,1113.94,-9.1,0.701
5298,110,2025-01-09,stress,67.57,1270.12,-0.79,1.242
5299,110,2025-01-10,stress,63.28,1073.06,-4.41,1.284
5300,110,2025-01-11,peak,63.77,1283.3,-2.17,0.645
5301,110,2025-01-12,repair,57.46,1031.29,0.58,0.961
5302,110,2025-01-13,peak,63.24,1168.21,-2.93,0.861
5303,110,2025-01-14,peak,62.66,1184.23,-6.16,0.678
5304,110,2025-01-15,normal,60.41,1213.17,-2.59,0.698
5305,110,2025-01-16,repair,56.44,901.33,-0.09,0.942
5306,110,2025-01-17,stress,67.39,1084.31,-3.31,1.188
5307,110,2025-01-18,stress,64.02,1133.69,-2.17,1.202
5308,110,2025-01-19,repair,58.17,1001.25,-3.75,0.9
5309,110,2025-01-20,peak,65.44,1277.56,0.69,0.854
5310,110,2025-01-21,stress,66.48,1228.97,-4.05,1.184
5311,110,2025-01-22,stress,66.51,1184.87,1.06,1.1
5312,110,2025-01-23,normal,59.69,1145.05,-2.55,0.647
5313,110,2025-01-24,normal,58.83,1168.86,-6.54,0.585
5314,110,2025-01-25,normal,59.89,1133.69,2.51,0.524
5315,110,2025-01-26,repair,55.59,912.14,-0.79,1.046
5316,110,2025-01-27,stress,65.86,1108.14,-4.46,1.202
5317,110,2025-01-28,stress,64.84,1101.8,-0.99,1.139
5318,110,2025-01-29,stress,67.02,1209.59,-0.58,1.285
5319,110,2025-01-30,peak,65.8,1199.84,-6.39,0.848
5320,110,2025-01-31,normal,61.31,1069.42,6.83,0.775
5321,110,2025-02-01,stress,65.53,1207.4,-0.17,1.279
5322,110,2025-02-02,peak,65.63,1228.21,-0.87,0.711
5323,110,2025-02-03,peak,62.73,1276.61,-1.09,0.798
5324,110,2025-02-04,repair,58.56,1055.16,3.87,1.148
5325,110,2025-02-05,peak,60.59,1214.87,-1.08,0.669
5326,110,2025-02-06,peak,64.58,1155.39,3.66,0.904
5327,110,2025-02-07,normal,61.93,1100.07,3.55,0.551
5328,110,2025-02-08,normal,63.13,1117.71,-3.55,0.732
5329,110,2025-02-09,normal,61.63,1149.79,1.84,0.828
5330,110,2025-02-10,normal,61.21,1150.49,2.31,0.643
5331,110,2025-02-11,peak,62.71,1260.15,0.39,0.599
5332,110,2025-02-12,stress,64.51,1161.13,-0.16,1.137
5333,110,2025-02-13,stress,67.04,1214.54,2.38,1.162
5334,110,2025-02-14,peak,64.51,1213.43,-0.8,0.744
5335,110,2025-02-15,stress,62.81,1081.92,3.73,1.141
5336,110,2025-02-16,normal,61.89,1171.09,0.47,0.657
5337,110,2025-02-17,normal,60.72,1174.76,-1.78,0.578
5338,110,2025-02-18,stress,64.26,1143.59,5.85,1.179
5339,110,2025-02-19,peak,60.84,1183.8,4.53,0.805
5340,110,2025-02-20,normal,63.26,1066.91,2.67,0.617
5341,110,2025-02-21,repair,58.85,842.92,6.89,1.127
5342,110,2025-02-22,normal,60.31,1159.06,10.13,0.703
5343,110,2025-02-23,peak,64.72,1264.98,1.69,0.838
5344,110,2025-02-24,normal,63.44,1059.3,5.94,0.573
5345,110,2025-02-25,peak,65.56,1170.08,0.93,0.817
5346,110,2025-02-26,normal,63.28,1071.34,5.38,0.691
5347,110,2025-02-27,peak,61.21,1325.0,6.1,0.64
5348,110,2025-02-28,normal,62.44,1162.7,8.46,0.624
5349,110,2025-03-01,peak,63.99,1156.92,9.56,0.685
5350,110,2025-03-02,normal,60.53,1085.39,3.82,0.693
5351,110,2025-03-03,normal,62.74,1079.54,5.75,0.642
5352,110,2025-03-04,peak,62.25,1275.61,5.88,0.78
5353,110,2025-03-05,normal,62.5,1087.83,4.59,0.671
5354,110,2025-03-06,normal,63.94,1111.82,3.1,0.596
5355,110,2025-03-07,peak,65.38,1277.44,7.25,0.767
5356,110,2025-03-08,normal,63.1,1133.83,9.76,0.625
5357,110,2025-03-09,stress,66.89,1221.14,11.22,1.319
5358,110,2025-03-10,repair,57.31,880.73,12.29,0.851
5359,110,2025-03-11,stress,64.71,1238.98,8.23,1.246
5360,110,2025-03-12,peak,63.06,1216.88,6.63,0.665
5361,110,2025-03-13,peak,62.57,1169.9,8.33,0.773
5362,110,2025-03-14,peak,63.62,1305.55,4.99,0.883
5363,110,2025-03-15,peak,64.17,1298.36,14.17,0.775
5364,110,2025-03-16,peak,62.34,1202.59,15.33,0.711
5365,110,2025-03-17,normal,59.96,1042.09,10.06,0.615
5366,110,2025-03-18,stress,63.35,1131.97,14.84,1.126
5367,110,2025-03-19,repair,53.51,878.9,4.82,1.081
5368,110,2025-03-20,peak,62.12,1244.21,14.32,0.84
5369,110,2025-03-21,stress,62.1,1087.58,13.29,1.345
5370,110,2025-03-22,repair,57.97,1041.06,12.47,0.898
5371,110,2025-03-23,repair,60.47,913.66,13.89,0.87
5372,110,2025-03-24,repair,57.79,902.09,12.78,1.037
5373,110,2025-03-25,repair,57.79,899.74,9.93,1.07
5374,110,2025-03-26,peak,63.34,1325.0,10.19,0.816
5375,110,2025-03-27,stress,63.68,1159.03,4.46,1.251
5376,110,2025-03-28,normal,62.8,1132.4,16.14,0.706
5377,110,2025-03-29,normal,61.19,1089.12,9.75,0.624
5378,110,2025-03-30,normal,60.44,1002.88,9.53,0.406
5379,110,2025-03-31,normal,62.23,953.84,14.28,0.63
5380,110,2025-04-01,stress,70.29,1213.49,10.53,1.803
5381,110,2025-04-02,peak,67.47,1304.79,16.3,1.308
5382,110,2025-04-03,normal,69.0,987.44,13.38,1.487
5383,110,2025-04-04,normal,67.47,1188.71,17.8,1.313
5384,110,2025-04-05,stress,70.85,1082.83,17.18,1.757
5385,110,2025-04-06,stress,73.99,1110.55,22.53,1.835
5386,110,2025-04-07,stress,67.63,1282.98,15.91,1.556
5387,110,2025-04-08,repair,64.09,855.91,19.91,1.314
5388,110,2025-04-09,stress,70.53,1193.66,25.41,1.771
5389,110,2025-04-10,stress,76.73,1134.2,18.55,1.696
5390,110,2025-04-11,peak,67.54,1246.7,17.88,1.342
5391,110,2025-04-12,peak,69.87,1325.0,26.3,1.325
5392,110,2025-04-13,repair,62.69,1102.59,17.91,1.681
5393,110,2025-04-14,stress,75.55,1113.63,13.19,2.002
5394,110,2025-04-15,stress,72.27,1236.33,19.92,1.96
5395,110,2025-04-16,repair,66.11,950.69,16.79,1.557
5396,110,2025-04-17,repair,64.77,881.9,20.08,1.613
5397,110,2025-04-18,normal,67.4,1053.48,17.43,1.066
5398,110,2025-04-19,stress,68.92,1133.83,15.92,1.584
5399,110,2025-04-20,stress,70.8,1226.36,16.9,1.967
5400,110,2025-04-21,stress,71.09,1049.72,29.66,1.773
5401,110,2025-04-22,peak,69.9,1217.83,21.53,1.479
5402,110,2025-04-23,stress,71.41,1159.8,27.35,1.757
5403,110,2025-04-24,repair,61.92,837.28,16.36,1.485
5404,110,2025-04-25,normal,67.61,1103.69,17.18,1.334
5405,110,2025-04-26,peak,72.45,1275.17,18.92,1.484
5406,110,2025-04-27,peak,70.78,1265.66,20.03,1.357
5407,110,2025-04-28,normal,65.13,936.48,17.95,1.244
5408,110,2025-04-29,peak,70.55,1194.89,18.21,1.328
5409,110,2025-04-30,peak,64.16,1106.49,26.65,1.506
5410,110,2025-05-01,peak,63.36,1126.29,20.26,0.785
5411,110,2025-05-02,normal,63.03,1129.05,26.7,0.609
5412,110,2025-05-03,normal,58.57,1026.33,21.72,0.68
5413,110,2025-05-04,repair,58.23,998.51,19.7,0.914
5414,110,2025-05-05,peak,65.16,1250.94,22.08,0.642
5415,110,2025-05-06,normal,59.43,1076.48,23.62,0.719
5416,110,2025-05-07,normal,62.85,1016.95,24.73,0.69
5417,110,2025-05-08,normal,62.73,1118.5,22.27,0.578
5418,110,2025-05-09,stress,66.35,1054.3,19.22,1.238
5419,110,2025-05-10,stress,69.07,1130.31,18.79,1.361
5420,110,2025-05-11,peak,60.34,1137.6,21.09,0.802
5421,110,2025-05-12,normal,61.64,1099.82,14.29,0.695
5422,110,2025-05-13,peak,62.11,1129.89,20.31,0.541
5423,110,2025-05-14,peak,63.74,1125.81,25.91,0.747
5424,110,2025-05-15,peak,63.09,1225.8,27.01,0.709
5425,110,2025-05-16,normal,62.94,1078.44,28.31,0.586
5426,110,2025-05-17,repair,60.42,836.47,25.63,0.969
5427,110,2025-05-18,repair,61.52,968.49,22.64,0.888
5428,110,2025-05-19,peak,64.36,1206.59,24.06,0.682
5429,110,2025-05-20,repair,59.98,851.39,25.17,0.991
5430,110,2025-05-21,stress,68.16,1119.18,25.0,1.247
5431,110,2025-05-22,normal,60.85,974.72,24.51,0.664
5432,110,2025-05-23,normal,63.43,975.63,21.89,0.67
5433,110,2025-05-24,normal,59.76,1113.21,28.97,0.671
5434,110,2025-05-25,peak,63.81,1198.67,23.69,0.84
5435,110,2025-05-26,peak,66.9,1220.78,25.43,0.819
5436,110,2025-05-27,stress,66.87,1081.12,22.76,1.118
5437,110,2025-05-28,stress,65.68,1064.53,23.83,1.273
5438,110,2025-05-29,normal,64.5,1019.44,22.04,0.548
5439,110,2025-05-30,normal,63.34,1017.78,21.85,0.753
5440,110,2025-05-31,normal,63.11,1018.42,26.28,0.719
5441,110,2025-06-01,normal,61.29,1118.78,26.05,0.913
5442,110,2025-06-02,stress,62.92,1132.62,25.18,1.248
5443,110,2025-06-03,repair,58.9,889.54,23.74,1.007
5444,110,2025-06-04,stress,66.25,1154.71,21.75,1.102
5445,110,2025-06-05,stress,63.49,1123.17,25.66,1.158
5446,110,2025-06-06,stress,66.87,1093.89,19.16,1.254
5447,110,2025-06-07,normal,61.13,1044.43,31.25,0.621
5448,110,2025-06-08,normal,63.85,1080.8,27.94,0.75
5449,110,2025-06-09,stress,63.87,1006.74,28.23,1.17
5450,110,2025-06-10,normal,59.78,1072.59,26.97,0.628
5451,110,2025-06-11,repair,60.61,875.3,29.14,0.833
5452,110,2025-06-12,repair,57.61,863.6,28.66,1.017
5453,110,2025-06-13,normal,61.43,961.3,23.2,0.723
5454,110,2025-06-14,peak,65.2,1213.29,28.53,0.769
5455,110,2025-06-15,peak,63.15,1203.34,19.63,0.832
5456,110,2025-06-16,normal,61.25,1036.11,25.85,0.542
5457,110,2025-06-17,peak,63.84,1064.83,22.12,0.806
5458,110,2025-06-18,normal,61.82,1004.35,28.12,0.55
5459,110,2025-06-19,repair,56.62,850.67,22.95,1.046
5460,110,2025-06-20,normal,60.59,1094.57,23.17,0.637
5461,110,2025-06-21,stress,66.46,1106.31,29.88,1.206
5462,110,2025-06-22,stress,64.77,1153.27,25.04,1.05
5463,110,2025-06-23,peak,63.87,1130.36,25.26,0.677
5464,110,2025-06-24,normal,61.37,977.56,25.95,0.585
5465,110,2025-06-25,normal,62.66,1030.8,26.2,0.715
5466,110,2025-06-26,normal,62.64,1112.59,24.48,0.762
5467,110,2025-06-27,normal,61.63,1013.76,26.61,0.621
5468,110,2025-06-28,normal,62.06,983.78,24.87,0.615
5469,110,2025-06-29,stress,66.08,1059.33,29.7,1.18
5470,110,2025-06-30,normal,59.81,1037.83,25.94,0.695
5471,111,2024-01-01,peak,64.75,1200.28,-5.09,0.616
5472,111,2024-01-02,normal,60.18,1074.41,-1.93,0.595
5473,111,2024-01-03,normal,61.84,1066.82,-4.35,0.55
5474,111,2024-01-04,normal,60.47,1066.38,-0.9,0.597
5475,111,2024-01-05,normal,61.22,1042.58,-4.05,0.494
5476,111,2024-01-06,normal,61.64,1056.02,-4.59,0.56
5477,111,2024-01-07,normal,61.84,1057.31,0.32,0.668
5478,111,2024-01-08,normal,60.93,1078.01,-4.48,0.592
5479,111,2024-01-09,peak,63.28,1171.94,-4.19,0.575
5480,111,2024-01-10,normal,61.98,1077.6,-2.23,0.462
5481,111,2024-01-11,normal,60.88,1027.65,-5.5,0.517
5482,111,2024-01-12,normal,61.26,1084.38,0.8,0.585
5483,111,2024-01-13,peak,64.48,1143.47,-5.94,0.622
5484,111,2024-01-14,normal,61.28,1026.41,-3.6,0.506
5485,111,2024-01-15,normal,62.5,1054.49,0.63,0.52
5486,111,2024-01-16,normal,61.47,1083.64,-1.75,0.598
5487,111,2024-01-17,peak,62.25,1209.43,-2.22,0.625
5488,111,2024-01-18,normal,61.99,1044.74,-2.51,0.5
5489,111,2024-01-19,repair,58.3,901.05,-2.75,0.966
5490,111,2024-01-20,normal,61.05,1050.17,-0.06,0.517
5491,111,2024-01-21,peak,62.65,1172.33,-1.48,0.652
5492,111,2024-01-22,peak,63.23,1204.07,-1.12,0.715
5493,111,2024-01-23,stress,64.77,1084.62,-0.03,1.097
5494,111,2024-01-24,normal,63.29,1030.14,1.41,0.537
5495,111,2024-01-25,stress,65.87,1110.02,-1.22,1.104
5496,111,2024-01-26,peak,63.23,1182.53,-0.5,0.599
5497,111,2024-01-27,peak,64.43,1214.53,-0.62,0.764
5498,111,2024-01-28,normal,61.26,1016.12,-1.16,0.631
5499,111,2024-01-29,normal,60.13,1082.13,0.31,0.591
5500,111,2024-01-30,normal,60.49,1051.86,0.75,0.554
5501,111,2024-01-31,peak,62.88,1199.0,-0.0,0.628
5502,111,2024-02-01,normal,61.13,1074.26,1.62,0.578
5503,111,2024-02-02,normal,60.57,1038.3,-0.96,0.535
5504,111,2024-02-03,normal,62.01,1044.12,1.51,0.571
5505,111,2024-02-04,stress,66.29,1072.09,0.8,1.073
5506,111,2024-02-05,repair,57.56,847.58,1.04,0.894
5507,111,2024-02-06,normal,61.37,1105.92,-0.79,0.506
5508,111,2024-02-07,normal,61.47,1069.77,2.3,0.596
5509,111,2024-02-08,normal,61.3,1101.35,-3.12,0.56
5510,111,2024-02-09,peak,64.89,1137.16,0.98,0.605
5511,111,2024-02-10,normal,61.42,1077.9,3.87,0.535
5512,111,2024-02-11,normal,61.41,1069.67,3.98,0.549
5513,111,2024-02-12,normal,60.55,1072.17,3.99,0.595
5514,111,2024-02-13,normal,61.4,1061.71,3.23,0.562
5515,111,2024-02-14,normal,60.44,1045.87,-0.08,0.583
5516,111,2024-02-15,peak,66.47,1211.58,3.47,0.677
5517,111,2024-02-16,normal,61.72,1059.8,-0.11,0.565
5518,111,2024-02-17,peak,65.01,1177.77,2.09,0.672
5519,111,2024-02-18,normal,61.49,1014.65,3.32,0.533
5520,111,2024-02-19,peak,64.1,1161.44,3.43,0.68
5521,111,2024-02-20,normal,63.9,1057.31,1.98,0.522
5522,111,2024-02-21,repair,58.23,885.07,2.43,0.893
5523,111,2024-02-22,stress,65.17,1103.44,1.71,1.096
5524,111,2024-02-23,stress,65.73,1054.33,8.13,1.046
5525,111,2024-02-24,normal,62.45,1057.17,5.04,0.633
5526,111,2024-02-25,peak,63.43,1182.34,4.27,0.609
5527,111,2024-02-26,peak,63.67,1131.44,6.17,0.669
5528,111,2024-02-27,normal,61.16,1058.9,8.31,0.573
5529,111,2024-02-28,normal,61.0,1034.49,6.9,0.501
5530,111,2024-02-29,peak,64.05,1174.66,6.67,0.66
5531,111,2024-03-01,repair,58.02,862.64,8.54,0.949
5532,111,2024-03-02,normal,61.43,1032.12,5.91,0.569
5533,111,2024-03-03,repair,61.01,840.44,7.95,0.929
5534,111,2024-03-04,normal,60.89,1051.36,10.62,0.568
5535,111,2024-03-05,normal,61.74,1038.45,5.49,0.558
5536,111,2024-03-06,peak,62.79,1079.56,8.08,0.636
5537,111,2024-03-07,normal,61.15,1053.15,7.2,0.595
5538,111,2024-03-08,normal,61.57,1026.29,8.34,0.551
5539,111,2024-03-09,repair,60.77,880.88,7.62,0.828
5540,111,2024-03-10,normal,61.32,1038.17,5.06,0.537
5541,111,2024-03-11,normal,61.67,1032.53,8.97,0.62
5542,111,2024-03-12,normal,61.06,989.4,8.3,0.499
5543,111,2024-03-13,normal,61.82,1064.75,11.82,0.521
5544,111,2024-03-14,normal,63.01,1042.72,10.52,0.6
5545,111,2024-03-15,normal,62.31,1076.46,9.8,0.578
5546,111,2024-03-16,normal,62.76,1016.02,7.39,0.584
5547,111,2024-03-17,stress,64.9,1106.37,12.02,1.096
5548,111,2024-03-18,normal,62.36,1053.52,11.54,0.576
5549,111,2024-03-19,normal,61.55,1002.43,9.79,0.57
